파일명,필드수
2010+영흥화력본부+대기물질+배출현황,6
2010.1.1.기준+개별공시지가(과천시),7
2010.1.1기준,4
2010,10
2010~2013+업종별+개수율+통계,5
2010~2013년+유형별+개수율+통계,4
2010~2014지가자료,15
2010년+1.1기준+개별공시지가,7
2010년+JDC면세점+국적별+매출현황,13
2010년+개별공시지가,9
"2010년+건물+구조별,+내용년수별+현황",5
2010년+건물현황(구조별),6
2010년+건물현황(종별),8
"2010년+건물현황(종별,+구조별)",9
2010년+국립부곡병원+진료통계_150827,4
2010년+국적.연령.체류자격+및+지역별+등록외국인현황,24
"2010년+기관차종별,+열차종별+운전실적",10
2010년+다문화언어발달지도사+배치현황,5
2010년+문경시공시지가,9
2010년+보훈병원+진료DB(진료과별),7
2010년+소속별+열차운전실적,8
2010년+수도권전철+선별+여객수송실적(인거리),15
2010년+수도권전철+선별+여객수송실적(인원),15
2010년+수도권전철+선별+여객수송실적(통과인원),15
2010년+수도권전철+역별+여객발착통과표,3
2010년+역별+여객발착통과표(KTX),4
2010년+역별+여객발착통과표(무궁화),4
2010년+역별+여객발착통과표(새마을),4
2010년+역별+여객발착통과표(총계),4
2010년+역별+여객발착통과표(통근),4
2010년+연천군+개별공시지가,7
2010년+영양군+개별공시지가,7
2010년+영업선로별+철도키로,7
2010년+전주시+덕진구+개별공시지가+자료,7
2010년+전주시+완산구+개별공시지가+자료,7
2010년+전차선+가선현황,6
2010년+지역본부별+궤도연장,10
2010년+지역본부별+선로시설물+현황,2
2010년+지역본부별+장대장척+궤도부설현황,5
2010년+창녕군+개별공시지가,9
2010년+한국철도공사+거리별+여객수송실적(인원),7
2010년+한국철도공사+기계보유현황,15
2010년+한국철도공사+선별+여객수송실적(인거리),8
2010년+한국철도공사+선별+여객수송실적(인원),8
2010년+한국철도공사+선별+여객수송실적(통과인원),7
2010년+한국철도공사+선별+역수+및+영업키로,10
2010년+한국철도공사+여객분야+선별+할인실적(금액),10
2010년+한국철도공사+여객분야+선별+할인실적(인원),10
2010년+한국철도공사+역별+승하차(인원),5
2010년+한국철도공사+역별+운수수입실적,6
2010년+한국철도공사+차령별+차량보유현황,13
2010년+한국철도공사+화차+하중별+보유현황,10
2010년+항만수질현황,15
2010년,7
2010년1월1일기준+공시지가(포천시),6
2010년1월1일기준경주시개별공시지가,5
2010년1월기준+개별공시지가(인천서구),6
2010년1월기준+개별공시지가+결정지가,5
2010년1월기준+개별공시지가,8
2010년1월기준+의정부시+공시지가,5
2010년1월기준,6
2010년1월기준_과거년도토지특성자료,8
2010년1월기준_연수구_공시지가,6
2010년_1월기준_개별공시지가자료,8
2010년~2016년+연도별+행정구역별+아파트거래,15
2010년~2016년+연도별+행정구역별+토지거래+현황,15
2010년~2016년연도별+행정구역별+주택거래+현황,15
2010년도+전국다문화가족지원센터+통번역지원사+배치현황,3
2010년중소기업기술개발과제목록,10
2011+분당화력+대기물질+배출현황,6
2011+삼천포대기오염물질배출현황,6
2011+여수화력+대기물질+배출현황,6
2011+영동화력+대기물질+배출현황,6
2011+영흥화력본부+대기물질+배출현황,6
2011.+1.1.기준+개별공시지가(과천시),7
2011.1.1기준,4
2011,9
2011_2013+구역전기+배전+정전+통계,10
2011~2015.8.25+KISTEP+발간자료,6
2011~2015년_온실가스_배출량현황,6
2011~2015년_지사별_대기배출농도,9
2011년+1.1기준+개별공시지가,8
2011년+1월1일+기준+개별공시지가+내역,8
2011년+JDC면세점+국적별+매출현황,13
2011년+LPG판매사업소+현황,3
2011년+간선도로+지점교통량,11
2011년+개별공시지가,5
"2011년+건물구조별,+내용년수별+현황",5
2011년+건물현황(구조별),6
2011년+건물현황(종별),8
"2011년+건물현황(종별,+구조별)",9
2011년+교량+지점교통량,11
2011년+국립부곡병원+진료통계_150827,4
"2011년+기관차종별,+열차종별+운전실적",10
2011년+다문화언어발달지도사+배치현황,5
2011년+문경시공시지가,9
2011년+버스전용차로+지점교통량,11
2011년+보훈병원+진료DB(진료과별),7
2011년+소속별+열차운전실적,8
2011년+수도권전철+선별+여객수송실적(인거리),15
2011년+수도권전철+선별+여객수송실적(인원),15
2011년+수도권전철+선별+여객수송실적(통과인원),15
2011년+수도권전철+역별+여객발착통과표,5
2011년+시경계+지점교통량,11
2011년+역별+여객발착통과표(KTX),7
2011년+역별+여객발착통과표(무궁화),7
2011년+역별+여객발착통과표(새마을),7
2011년+역별+여객발착통과표(총계),7
2011년+역별+여객발착통과표(통근),7
2011년+연안수질현황(연근해+환경측정망),15
2011년+연안수질현황(환경관리해약+환경측정망),15
2011년+연천군+개별공시지가,7
2011년+영양군+개별공시지가,7
2011년+영업선로별+철도키로,6
2011년+자동차+가스충전소+현황,6
2011년+전주시+덕진구+개별공시지가+자료,7
2011년+전주시+완산구+개별공시지가+자료,7
2011년+전차선+가선현황,3
2011년+주요교차로+교통량,11
2011년+지가정보,8
2011년+지역본부별+궤도연장,12
2011년+지역본부별+선로시설물+현황,4
2011년+지역본부별+장대장척+궤도부설+현황,5
2011년+창녕군+개별공시지가,9
2011년+한국철도공사+거리별+여객수송실적(인원),7
2011년+한국철도공사+기계보유현황,15
2011년+한국철도공사+선별+여객수송실적(인거리),8
2011년+한국철도공사+선별+여객수송실적(인원),8
2011년+한국철도공사+선별+여객수송실적(통과인원),8
2011년+한국철도공사+선별+역수+및+영업키로,13
2011년+한국철도공사+여객분야+선별+할인실적(금액),8
2011년+한국철도공사+여객분야+선별+할인실적(인원),8
2011년+한국철도공사+역별+승하차(인원),6
2011년+한국철도공사+차령별+차량보유현황,14
2011년+한국철도공사+화차+하중별+보유현황,11
2011년+항만수질현황,15
2011년,7
2011년1월1일기준+공시지가(포천시),6
2011년1월1일기준경주시개별공시지가,5
2011년1월기준+개별공시지가+결정지가,5
2011년1월기준+개별공시지가,8
2011년1월기준+사하구+개별공시지가,7
2011년1월기준+의정부시+공시지가,5
2011년1월기준,6
2011년1월기준_개별공시지가(인천서구),6
2011년1월기준_과거년도토지특성자료,8
2011년1월기준_연수구_공시지가,6
2011년_1월기준_개별공시지가자료,8
2011년도+전국다문화가족지원센터+거점현황,3
2011년도+전국다문화가족지원센터+통번역지원사+배치현황,3
2011년도+지가,6
2011년중소기업기술개발과제목록,10
2012+경상남도+인공어초+시설+현황,6
2012+농림업+생산액+및+생산지수,3
12-Feb,8
2012.+1.1.기준+개별공시지가(과천시),7
2012.1.1.기준+개별공시지가,6
2012.1.1기준,4
2012,10
201201_산업단지동향,8
201202_산업단지동향,8
201203_산업단지동향,8
201204_산업단지동향,8
201205_산업단지동향,8
201206_산업단지동향,8
201207_산업단지동향,8
201208_산업단지동향,8
201209_산업단지동향,8
201210_산업단지동향,8
201211_산업단지동향,8
201212_산업단지동향,8
2012_13년+지역별+열생산량+정보,5
2012_13년+지역별+전기생산량+정보,5
2012_14년+RPS+태양광+운영+현황,8
2012~2014.11월+경영혁신+지역별+인증현황,14
2012~2015전기판매량정보,6
2012년+1.1기준+개별공시지가,8
2012년+1월1일+기준+개별공시지가+내역,8
2012년+7월+~+2016년+12월+매매거래동향,233
2012년+7월+~+2016년+12월+매매수급동향,233
2012년+7월+~+2016년+12월+전세수급동향,233
2012년+JDC면세점+국적별+매출현황,13
2012년+LPG판매사업소+현황,3
2012년+개별공시지가,8
2012년+건물+구조별+내구연한별+현황,5
2012년+건물현황(구조별),6
2012년+건물현황(종별),8
"2012년+건물현황(종별,구조별)",9
2012년+국적.연령.체류자격+및+지역별+등록외국인현황,24
"2012년+기관차+종별,+열차종별+운전실적",18
2012년+다문화언어발달지도사+배치현황,5
2012년+문경시공시지가,9
2012년+보훈병원+진료DB(진료과별),7
2012년+산업세세분류별총괄,20
"2012년+선별,+방향별+차량키로",16
2012년+소속별+열차운전실적,7
2012년+수도권전철+선별+여객수송실적(인거리),15
2012년+수도권전철+선별+여객수송실적(인원),15
2012년+수도권전철+선별+여객수송실적(통과인원),15
2012년+수도권전철+역별+여객발착통과표,9
2012년+역별+여객발착통과표(KTX),8
2012년+역별+여객발착통과표(무궁화),8
2012년+역별+여객발착통과표(새마을),8
2012년+역별+여객발착통과표(총계),8
2012년+역별+여객발착통과표(통근),8
2012년+연안수질현황(연근해+환경측정망),15
2012년+연안수질현황(환경관리해역+환경측정망),15
2012년+연천군+개별공시지가,7
2012년+영양군+개별공시지가,7
2012년+영업선로별+철도키로,6
2012년+자동차+가스충전소+현황,6
2012년+전주시+덕진구+개별공시지가+자료,7
2012년+전주시+완산구+개별공시지가+자료,7
2012년+전차선+가선현황,3
2012년+직장운동부+기본현황,6
2012년+창녕군+개별공시지가,9
2012년+한국철도공사+거리별+여객수송실적(인원),7
2012년+한국철도공사+거리별+화물수송실적,5
2012년+한국철도공사+기계보유현황,15
2012년+한국철도공사+선별+여객수송실적(인거리),4
2012년+한국철도공사+선별+여객수송실적(인원),4
2012년+한국철도공사+선별+여객수송실적(통과인원),4
2012년+한국철도공사+선별+역수+및+영업키로,11
2012년+한국철도공사+여객분야+선별+할인실적(금액),8
2012년+한국철도공사+여객분야+선별+할인실적(인원),8
2012년+한국철도공사+역별+승하차(인원),5
2012년+한국철도공사+차령별+차량보유현황,14
2012년+한국철도공사+화차+하중별+보유현황,10
2012년+항만수질현황,15
2012년,7
2012년1월1일기준+공시지가(포천시),6
2012년1월1일기준경주시개별공시지가,5
2012년1월기준+개별공시지가+결정지가,5
2012년1월기준+개별공시지가,8
2012년1월기준+의정부시+공시지가,5
2012년1월기준,6
2012년1월기준_과거년도토지특성자료,8
2012년1월기준_연수구_공시지가,6
2012년1윌기준+개별공시지가(인천서구),6
2012년_1월기준_개별공시지가자료,8
2012년_전기판매량,5
2012년도+가족친화경영+컨설팅+참여기업(기관),3
2012년도+기부금+및+기부물품+수입,4
2012년도+선박관련+국적별+상륙허가자+현황+통계+자료,7
2012년도+선박선원에+대한+항구별+현황+통계+자료,8
2012년도+지가,6
2012년도+품종별+양식어업권(면허)현황,6
2012년생활폐기물+발생량,19
2012년중소기업기술개발과제목록,9
2012년한국법무보호복지공단보호실적,4
2012사업체현황,42
2012외국인현황(국적별),11
2013+경상남도+인공어초+시설현황,6
2013+년간_생활폐기물_및_재활용폐기물_발생량,7
2013+농림업생산지수+생산액,3
2013+범죄+발생+및+검거현황(지방청별),6
2013+산지전용허가(협의)현황,10
2013+식품제조가공업현황(csv),5
2013+쌀소득등보전직불제+지급현황,3
2013+유흥주점현황(csv),5
2013+이륜차등록현황,5
2013+일반음식점현황(csv),5
2013+자전거도로현황,8
2013+조건불리지역직접지불제+지급현황,16
2013+즉석판매제조가공업현황(csv),5
2013+집단급식소_현황(csv),5
2013+통관애로+조치내역,5
2013-2015동물등록현황,13
2013-2016+동물실험계획서+심의목록,5
2013.1.1.기준+개별공시지가(과천시),7
2013.1.1.기준+개별공시지가,6
2013.1.1기준,4
2013.1월~2014.3월+건축허가+및+착공허가+현황자료,14
2013,9
201301_산업단지동향,8
201302_산업단지동향,8
201303_산업단지동향,8
201304_산업단지동향,8
201305_산업단지동향,8
201306_산업단지동향,8
201307_산업단지동향,8
201308_산업단지동향,8
201309_산업단지동향,8
201310_산업단지동향,8
201311_산업단지동향,8
20131231어린이집+현황(시간연장형보육),9
201312_산업단지동향,8
2013_2014+열배관+굴착+공사+현황(공사구간_기간+포함),11
2013_4분기_가축통계(표본),6
2013_도로종류별_요일별_교통사고,3
2013_월별_주야별_교통사고,3
2013~2015.10월+경영혁신+지역별+인증현황,14
2013년++성장지수,6
2013년+1.1기준+개별공시지가,8
2013년+12월+대구동구금융기관현황,5
2013년+12월+대구동구문화센터복지관현황,4
2013년+12월+대구동구협동조합현황,6
2013년+12월말_인구통계,4
2013년+1분기+신착도서리스트,6
2013년+1분기~2016년+1분기+지역별+공실률(소규모+상가),6
2013년+1분기~2016년+1분기+지역별+공실률(오피스),14
2013년+1분기~2016년+1분기+지역별+임대료(중대형+상가),14
2013년+1월+~2016년+2월+규모별+아파트+실거래가격지수,39
2013년+1월+~2016년+2월+시군구별+아파트+실거래가격지수,13
2013년+1월+~2016년+2월+지역별+아파트+실거래가격지수,39
2013년+1월1일+기준+개별공시지가+내역(1),8
2013년+1월~2016년+3월+월별+지가변동률,79
2013년+1월~2016년+4월+매매거래동향(단독주택),41
2013년+1월~2016년+4월+매매거래동향(아파트),41
2013년+1월~2016년+4월+매매거래동향(연립다세대),41
